SBER,D,20180330,000000,253.5700000
SBER,D,20180402,000000,249.9900000
SBER,D,20180403,000000,251.6000000
SBER,D,20180404,000000,255.6900000
SBER,D,20180405,000000,262.0000000
SBER,D,20180406,000000,256.7600000
SBER,D,20180409,000000,213.0000000
SBER,D,20180410,000000,215.4800000
SBER,D,20180411,000000,208.0000000
SBER,D,20180412,000000,212.2100000
SBER,D,20180413,000000,204.7000000
SBER,D,20180416,000000,192.0600000
SBER,D,20180417,000000,207.5000000
SBER,D,20180418,000000,215.8700000
SBER,D,20180419,000000,213.4500000
SBER,D,20180420,000000,215.3600000
SBER,D,20180423,000000,223.2500000
SBER,D,20180424,000000,223.0000000
SBER,D,20180425,000000,220.4500000
SBER,D,20180426,000000,220.7000000
SBER,D,20180427,000000,223.9100000
SBER,D,20180428,000000,224.8700000
SBER,D,20180430,000000,226.9900000
SBER,D,20180502,000000,229.0200000
SBER,D,20180503,000000,228.0300000
SBER,D,20180504,000000,228.5500000
SBER,D,20180507,000000,229.8600000
SBER,D,20180508,000000,226.7000000
SBER,D,20180510,000000,233.7000000
SBER,D,20180511,000000,235.7200000
SBER,D,20180514,000000,237.8000000
SBER,D,20180515,000000,231.3900000
SBER,D,20180516,000000,229.8000000
SBER,D,20180517,000000,226.0500000
SBER,D,20180518,000000,222.2000000
SBER,D,20180521,000000,226.2100000
SBER,D,20180522,000000,225.6000000
SBER,D,20180523,000000,221.0000000
SBER,D,20180524,000000,222.0100000
SBER,D,20180525,000000,220.0000000
SBER,D,20180528,000000,220.9000000
SBER,D,20180529,000000,219.0000000
SBER,D,20180530,000000,221.0100000
SBER,D,20180531,000000,222.3600000
SBER,D,20180601,000000,220.0000000
SBER,D,20180604,000000,220.0000000
SBER,D,20180605,000000,215.5600000
SBER,D,20180606,000000,217.9000000
SBER,D,20180607,000000,216.4100000
SBER,D,20180608,000000,210.9500000
SBER,D,20180609,000000,212.6000000
SBER,D,20180611,000000,210.3500000
SBER,D,20180613,000000,215.0000000
SBER,D,20180614,000000,214.0000000
SBER,D,20180615,000000,209.3600000
SBER,D,20180618,000000,206.3000000
SBER,D,20180619,000000,206.0000000
SBER,D,20180620,000000,212.2000000
SBER,D,20180621,000000,210.4000000
SBER,D,20180622,000000,214.4300000
SBER,D,20180625,000000,202.5100000
SBER,D,20180626,000000,199.9100000
SBER,D,20180627,000000,207.9500000
SBER,D,20180628,000000,208.5000000
SBER,D,20180629,000000,218.0000000
SBER,D,20180702,000000,221.0100000
SBER,D,20180703,000000,218.4500000
SBER,D,20180704,000000,217.7000000
SBER,D,20180705,000000,224.5400000
SBER,D,20180706,000000,226.7100000
SBER,D,20180709,000000,230.0000000
SBER,D,20180710,000000,230.3000000
SBER,D,20180711,000000,227.5700000
SBER,D,20180712,000000,226.6000000
SBER,D,20180713,000000,229.8500000
SBER,D,20180716,000000,227.9900000
SBER,D,20180717,000000,222.5000000
SBER,D,20180718,000000,216.2800000
SBER,D,20180719,000000,207.5000000
SBER,D,20180720,000000,204.3400000
SBER,D,20180723,000000,208.4200000
SBER,D,20180724,000000,215.4500000
SBER,D,20180725,000000,213.7000000
SBER,D,20180726,000000,210.0000000
SBER,D,20180727,000000,208.9000000
SBER,D,20180730,000000,211.3300000
SBER,D,20180731,000000,214.8600000
SBER,D,20180801,000000,210.6000000
SBER,D,20180802,000000,206.6000000
SBER,D,20180803,000000,202.2100000
SBER,D,20180806,000000,203.9000000
SBER,D,20180807,000000,201.7900000
SBER,D,20180808,000000,193.2000000
SBER,D,20180809,000000,195.9000000
SBER,D,20180810,000000,186.1500000
SBER,D,20180813,000000,190.0000000
SBER,D,20180814,000000,192.7600000
SBER,D,20180815,000000,187.9800000
SBER,D,20180816,000000,191.6000000
SBER,D,20180817,000000,189.5500000
SBER,D,20180820,000000,191.2000000
SBER,D,20180821,000000,191.8000000
SBER,D,20180822,000000,187.8000000
SBER,D,20180823,000000,178.7100000
SBER,D,20180824,000000,180.3900000
SBER,D,20180827,000000,183.2700000
SBER,D,20180828,000000,182.0000000
SBER,D,20180829,000000,183.5000000
SBER,D,20180830,000000,178.0000000
SBER,D,20180831,000000,182.0000000
SBER,D,20180903,000000,181.2100000
SBER,D,20180904,000000,179.5000000
SBER,D,20180905,000000,178.4600000
SBER,D,20180906,000000,175.0000000
SBER,D,20180907,000000,174.9000000
SBER,D,20180910,000000,171.2100000
SBER,D,20180911,000000,169.3600000
SBER,D,20180912,000000,173.9000000
SBER,D,20180913,000000,183.5000000
SBER,D,20180914,000000,188.7100000
SBER,D,20180917,000000,188.1100000
SBER,D,20180918,000000,191.6500000
SBER,D,20180919,000000,193.9000000
SBER,D,20180920,000000,191.1600000
SBER,D,20180921,000000,193.4400000
SBER,D,20180924,000000,198.7500000
SBER,D,20180925,000000,195.5500000
SBER,D,20180926,000000,195.7900000
SBER,D,20180927,000000,204.1000000
SBER,D,20180928,000000,203.3200000
SBER,D,20181001,000000,204.2000000
SBER,D,20181002,000000,199.5000000
SBER,D,20181003,000000,198.3000000
SBER,D,20181004,000000,189.3500000
SBER,D,20181005,000000,187.2000000
SBER,D,20181008,000000,191.8500000
SBER,D,20181009,000000,191.2500000
SBER,D,20181010,000000,189.8900000
SBER,D,20181011,000000,185.2700000
SBER,D,20181012,000000,191.8500000
SBER,D,20181015,000000,190.9200000
SBER,D,20181016,000000,196.0500000
SBER,D,20181017,000000,194.0500000
SBER,D,20181018,000000,191.0000000
SBER,D,20181019,000000,183.8000000
SBER,D,20181022,000000,180.7000000
SBER,D,20181023,000000,181.0000000
SBER,D,20181024,000000,188.0100000
SBER,D,20181025,000000,186.7100000
SBER,D,20181026,000000,181.0000000
SBER,D,20181029,000000,185.5900000
SBER,D,20181030,000000,184.7800000
SBER,D,20181031,000000,189.8000000
SBER,D,20181101,000000,188.6700000
SBER,D,20181102,000000,192.6000000
SBER,D,20181106,000000,197.8000000
SBER,D,20181107,000000,201.9000000
SBER,D,20181108,000000,202.8900000
SBER,D,20181109,000000,195.7500000
SBER,D,20181112,000000,196.8200000
SBER,D,20181113,000000,196.5600000
SBER,D,20181114,000000,199.2000000
SBER,D,20181115,000000,200.1500000
SBER,D,20181116,000000,199.2600000
SBER,D,20181119,000000,197.9900000
SBER,D,20181120,000000,194.2100000
SBER,D,20181121,000000,197.5000000
SBER,D,20181122,000000,199.4000000
SBER,D,20181123,000000,197.3000000
SBER,D,20181126,000000,188.5000000
SBER,D,20181127,000000,191.0300000
SBER,D,20181128,000000,190.2000000
SBER,D,20181129,000000,195.7600000
SBER,D,20181130,000000,194.0000000
SBER,D,20181203,000000,200.3000000
SBER,D,20181204,000000,199.0000000
SBER,D,20181205,000000,196.0000000
SBER,D,20181206,000000,192.1900000
SBER,D,20181207,000000,195.0100000
SBER,D,20181210,000000,191.8000000
SBER,D,20181211,000000,192.5700000
SBER,D,20181212,000000,190.4500000
SBER,D,20181213,000000,189.1700000
SBER,D,20181214,000000,184.9300000
SBER,D,20181217,000000,182.3000000
SBER,D,20181218,000000,186.6000000
SBER,D,20181219,000000,188.8500000
SBER,D,20181220,000000,189.3000000
SBER,D,20181221,000000,186.7900000
SBER,D,20181224,000000,184.3000000
SBER,D,20181225,000000,183.3000000
SBER,D,20181226,000000,183.4000000
SBER,D,20181227,000000,185.0000000
SBER,D,20181228,000000,186.5000000
SBER,D,20181229,000000,186.3400000
